Time ch_1 ch_2 ch_3 ch_4 ch_5 ch_6 ch_7 ch_8 
1180230.246141 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.256604 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.265378 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.273287 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180230.282805 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.293613 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.301559 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.310616 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.320551 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180230.330545 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.341093 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.351128 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.360965 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.371036 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180230.380606 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.391199 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.400933 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.410635 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.420532 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180230.430655 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.440615 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.451630 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.461780 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.472443 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180230.483232 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.491459 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.501737 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.511113 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.521323 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180230.532165 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.541155 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.552208 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.563505 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.574614 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180230.583452 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.594643 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.604091 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.611087 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.622056 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180230.632022 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.641145 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.651877 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.661362 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.671662 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180230.681948 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.692734 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.701231 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.711824 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.721158 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180230.732043 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.763971 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.773553 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.783902 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.791326 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180230.802558 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.811741 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.821239 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.833064 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.841780 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180230.851787 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.861284 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.871744 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.881491 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.891246 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180230.901564 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.911217 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.921664 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180230.932140 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180230.941523 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180230.951369 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.961620 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.971473 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180230.981414 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180230.991696 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.001872 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.011365 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.021629 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.032166 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.041069 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180231.052223 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.061064 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.071333 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.084139 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.092102 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.101582 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.111425 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.121452 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.132215 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.142114 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.152277 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.161774 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.172629 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.182079 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.191201 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.201291 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.211338 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.221271 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.231397 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.242007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180231.251929 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.261374 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.271335 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.282484 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.291467 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.301898 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.311716 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.321330 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.330701 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.340066 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.351228 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.360463 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.370067 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.380769 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.390230 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.401043 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.410614 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.420312 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.431716 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.440601 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180231.451543 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.460303 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.470463 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.480966 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.490433 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.500813 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.510391 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.520700 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.530344 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.540619 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180231.550725 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.560353 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.570489 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.581016 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.590472 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.600839 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.610602 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.620496 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.630881 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.640773 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180231.651217 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.660620 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.670495 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.680691 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.690665 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.700937 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.710458 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.720423 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.730713 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.740443 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180231.750770 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.760515 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.771266 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.780762 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.790838 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180231.801046 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.810899 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.820492 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.830919 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.840421 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180231.850933 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.860480 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.871498 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.881222 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.890211 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180231.901297 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.910713 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.920450 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180231.930966 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180231.940487 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180231.951200 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.960554 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.970750 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180231.981249 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180231.990386 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.001377 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.011457 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.021529 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.030350 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.040961 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180232.051103 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.060473 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.070477 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.080597 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.090611 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.100989 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.110643 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.120497 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.130603 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.140406 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.150758 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.160840 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.170642 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.181101 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.190601 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.200690 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.210715 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.220704 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.230760 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.240719 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180232.250470 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.260656 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.270587 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.280667 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.290282 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.300856 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.310945 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.320612 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.331023 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.340880 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.350781 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.360556 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.370835 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.381427 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.390715 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.400852 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.410818 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.420584 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.430843 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.441789 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180232.451098 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.460977 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.470829 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.480889 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.490527 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.501021 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.510652 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.520712 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.531398 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.540512 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180232.551307 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.561124 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.570854 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.581529 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.590555 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.600726 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.610900 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.620619 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.631033 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.640578 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180232.651284 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.660992 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.670592 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.681114 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.690859 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.701010 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.710690 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.720655 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.731664 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.740612 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180232.751128 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.760792 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.771662 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.781033 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.790629 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180232.801477 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.810713 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.820625 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.832229 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.841556 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180232.851009 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.860737 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.870610 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180232.881652 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180232.891022 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180232.900958 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180232.911036 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.920790 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180232.931202 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
