Time ch_1 ch_2 ch_3 ch_4 ch_5 ch_6 ch_7 ch_8 
1690479.695952 0.384324 0.108442 0.352501 -0.169957 1.185531 0.153959 1.236813 -1.252910 
1690479.704940 0.874081 -1.329537 -0.821669 1.515573 -1.748251 2.132504 -0.464283 -0.001894 
1690479.716049 -0.970803 0.466328 -0.485732 -0.617642 -0.110958 1.042721 -0.348335 0.743349 
1690479.725153 1.974898 -0.363336 -0.090871 -0.652180 -0.002622 1.515497 -0.765608 -0.000301 
1690479.735746 -0.526839 0.592440 0.612005 -0.358580 -0.338594 0.334566 -1.401894 0.482289 
1690479.745192 -0.426624 -0.504294 0.513783 -0.530592 -0.378660 -0.174811 1.271285 -0.537102 
1690479.756203 -0.518979 -1.204772 0.876403 0.957978 0.382435 -0.260971 0.113001 1.917069 
1690479.765143 -0.492955 -0.219901 2.110421 -0.518806 1.542088 1.066833 -0.618102 0.362663 
1690479.776426 -1.241925 -1.494156 0.967884 0.164911 0.600528 -0.648596 -0.500110 -0.142008 
1690479.785732 -0.006274 -1.066889 0.712792 0.746283 0.585845 -0.340991 -0.046139 0.300412 
1690479.795340 0.473099 -0.547484 1.413363 1.560335 0.294971 -0.470142 -0.081814 0.334153 
1690479.804890 0.223116 1.149489 1.716409 0.836717 -0.539848 -0.933326 0.802334 -1.520523 
1690479.815218 1.636588 -0.290469 -0.098663 -0.010960 -0.995713 0.413787 0.029162 -0.430607 
1690479.826523 1.769671 0.826072 1.819198 -0.715137 1.028202 -0.474402 -0.109082 1.498963 
1690479.834818 0.184888 1.781511 3.560732 -0.612835 -1.303486 1.231010 0.358108 -0.131660 
1690479.845225 1.204171 0.408621 1.224196 -0.740866 1.450465 2.110344 -0.489214 -1.836132 
1690479.854820 -0.003702 1.182296 0.756578 -0.578584 -2.257896 1.501160 -0.487564 0.439057 
1690479.865438 0.966009 -1.316509 1.861823 -0.617666 1.092614 1.019043 1.487409 -1.942510 
1690479.876085 -1.048349 1.679318 -0.606167 -0.642609 0.560309 0.279433 0.248126 -0.215111 
1690479.885934 0.292631 0.396720 0.657730 -0.482431 0.297630 -0.739499 0.783166 0.454067 
1690479.895134 -2.242615 1.347006 -0.737823 1.444602 0.358180 1.285560 -1.464908 0.307090 
1690479.905066 -0.241786 1.096460 0.320942 1.346982 -0.747287 -0.349772 0.320557 -0.117795 
1690479.915411 -0.205875 1.611773 -0.426741 0.987628 -0.595483 1.316717 0.160155 3.425453 
1690479.926157 -0.707966 0.306468 0.752700 0.296574 0.614334 -0.484237 -0.322604 0.118333 
1690479.934903 0.443586 -3.006075 3.131656 0.655806 -1.182170 -0.529066 0.808946 -0.331629 
1690479.945331 0.469307 0.797626 0.099167 -1.389538 0.274335 -0.648152 -0.980970 -0.644947 
1690479.955147 0.160967 -1.453729 -1.406030 -0.861880 0.896263 -1.049081 0.672790 0.971743 
1690479.964980 1.079744 -0.098283 0.183777 2.142779 1.340506 1.001403 -0.177814 0.587041 
1690479.976609 2.134958 1.385932 1.391670 -0.517591 -0.544549 -0.747702 0.140756 0.031781 
1690479.985286 0.241834 -0.157192 0.148142 0.069439 -0.086237 1.418498 1.378005 -0.087258 
1690479.995209 -0.178058 0.675728 0.842766 -0.381200 2.020759 -2.086749 -0.707425 -1.232328 
1690480.005066 -0.118202 1.140394 0.627407 1.037161 0.786059 -0.914394 -1.013938 -0.410184 
1690480.015967 -0.635408 1.627312 -1.833673 0.404540 -0.451910 -2.043088 -0.959544 -0.590839 
1690480.026099 1.148545 0.165970 -0.319418 0.680497 -3.493253 2.065631 0.127255 -1.096251 
1690480.035106 0.955970 1.051313 0.327210 -0.396776 1.154078 -1.580010 0.227969 0.109923 
1690480.046073 -0.148549 0.066320 0.973434 0.013234 0.013390 -0.675097 -0.734908 -1.593467 
1690480.055051 -1.522257 -0.938551 -1.180868 -0.762331 -0.545107 0.152283 0.924439 0.737606 
1690480.065186 -0.242535 0.251189 0.949468 -0.568883 0.794849 -1.037912 0.852627 0.041807 
1690480.075688 0.933246 0.233082 -0.933640 -0.566146 -0.194424 0.491095 -0.477342 -1.752311 
1690480.085313 1.083742 -0.002612 -0.386329 -0.564387 1.465946 -0.375496 0.223953 0.971945 
1690480.095386 -1.703397 -0.312258 1.045239 -1.524684 -1.141873 0.628757 0.208129 0.838990 
1690480.105441 -1.273368 -0.146085 -0.575854 -0.648873 -0.308615 -0.750447 0.802234 0.223326 
1690480.115311 -1.695944 1.432695 -0.653455 0.810815 -0.587066 1.102962 0.746589 -0.097206 
1690480.125687 0.130998 -1.930756 1.955599 1.082009 -0.045607 1.073948 0.611430 1.402071 
1690480.135634 -1.377378 -0.694036 -0.506199 -0.232574 0.143214 -0.841140 0.114304 0.646317 
1690480.145679 0.240147 0.700019 -0.063397 0.233938 -0.423945 1.435537 0.250345 -0.517679 
1690480.155855 -0.629933 0.509772 0.343119 -0.948845 2.178676 -1.554683 -2.493438 -0.968366 
1690480.165751 -0.563771 -0.575566 0.239188 -1.225056 1.611055 -0.626954 0.008806 1.321227 
1690480.177000 -0.555577 -0.159183 -1.061149 -1.260368 -0.499709 0.571244 -0.031940 0.058274 
1690480.185787 -1.451681 1.470979 0.482315 -0.346493 0.197217 0.486753 -0.310746 1.080098 
1690480.195931 -0.171801 -0.499996 1.751273 0.816060 1.424845 1.333054 0.054637 0.621771 
1690480.205432 -0.978600 -1.801477 -0.133227 -2.225616 0.199214 1.444565 0.198515 0.528182 
1690480.216697 1.120518 -0.446419 -0.802882 1.641587 -0.378391 -1.062767 0.120132 -1.647458 
1690480.226372 0.647492 0.064171 0.487461 -0.582350 -2.536393 1.173503 -0.967176 -0.425273 
1690480.235935 -0.720561 3.231245 0.302635 -0.152290 -0.681835 -1.243663 -0.947354 0.189890 
1690480.245486 -0.468678 -1.872233 0.683975 -0.664268 0.078091 1.630443 0.538942 0.217909 
1690480.254576 -0.858208 0.250771 0.930515 -1.044697 0.074659 -0.422517 0.201890 -0.715572 
1690480.265689 0.569513 0.001969 0.591270 -0.151612 0.113295 1.143949 -1.088184 -0.051469 
1690480.276632 0.394589 1.456448 2.003233 -0.320820 -1.001125 0.367228 -0.055348 -0.367542 
1690480.285064 -0.888612 0.607706 -1.144696 -0.664321 0.054418 0.443797 -0.744264 0.299644 
1690480.294562 0.235613 -0.923244 0.317552 -1.285576 -1.333041 0.118267 -2.314289 0.641580 
1690480.306234 -0.431862 0.756814 1.143290 -0.611316 -0.931990 -0.180185 -2.086168 -0.869651 
1690480.315219 1.025196 -0.178551 0.758931 -0.338896 0.267149 1.169421 1.274640 0.280251 
1690480.326411 -1.821325 -1.539239 -0.957386 1.776017 1.380038 -0.896651 0.052664 0.812721 
1690480.334399 -0.579272 -0.184241 0.999861 -0.674063 -0.452712 -0.889742 -1.514506 -0.524020 
1690480.345098 -0.977396 1.341836 -0.875095 0.597082 0.962557 -0.745722 1.554033 -0.064734 
1690480.354908 1.079315 -0.574221 -0.360768 -0.014993 -0.214486 -0.034158 0.193097 0.851149 
1690480.364776 -0.444637 -0.899810 -0.015779 -0.819998 0.475076 -0.639712 -0.728180 -0.068483 
1690480.376791 -0.279135 -0.255195 0.434380 -1.338352 -1.936958 0.394807 0.615354 0.227727 
1690480.385459 -0.481647 -0.088403 0.131588 0.209051 0.379060 -1.097752 1.239043 -0.060008 
1690480.395021 -0.754157 -0.486548 0.319352 1.750674 1.404181 0.334910 0.011888 -0.130934 
1690480.404601 -0.146876 0.680939 0.312940 0.723288 1.378226 0.039813 0.533879 0.280952 
1690480.415024 -0.188990 -0.704970 -0.076416 -1.017238 -0.015378 1.653132 -0.167396 -0.971055 
1690480.425677 -0.294266 -0.352653 -0.219655 0.179719 -1.162360 -0.218494 -0.103068 -2.053945 
1690480.434930 -1.176645 -1.877791 1.967218 -1.198943 -0.079163 -0.944973 -1.616344 0.051003 
1690480.444774 -0.019484 -0.165162 2.131469 0.232221 0.328386 -0.768293 0.415828 -0.016225 
1690480.454614 -1.317378 -0.110858 0.514994 -1.088792 -0.941910 0.586543 -0.562992 -0.564883 
1690480.464764 -0.563055 -0.261404 0.579352 -1.675365 -0.615464 0.486766 1.715025 -0.706590 
1690480.476156 0.813051 -0.473294 0.461915 1.600060 0.448894 -0.092704 0.182802 -0.754797 
1690480.484951 -0.132554 0.798816 -0.437749 -1.028621 -0.139473 -1.004251 -0.308437 -2.443439 
1690480.495115 0.435115 -0.418841 0.092099 0.549390 -0.163582 1.118631 -0.969581 -1.029821 
1690480.505786 -0.837203 0.234634 0.379467 0.692405 0.318948 0.063839 1.691927 -0.562993 
1690480.514414 2.142877 0.547791 0.772723 -0.218231 -0.390317 1.676340 0.454368 -1.612845 
1690480.526041 -1.199522 0.178907 -0.821988 -0.115420 0.775101 2.533046 2.233026 0.219860 
1690480.534453 -0.745798 1.289127 -0.508538 1.326845 -0.428155 -1.293057 -1.100091 -0.944070 
1690480.544685 -1.358030 -1.150264 0.659633 0.830159 0.583917 -0.905815 1.077775 -0.694172 
1690480.554878 0.939893 -0.506187 0.362558 0.970250 0.825395 -1.122536 -0.340520 -1.161667 
1690480.564664 -1.276383 -2.038811 2.056926 -1.139234 -0.747527 1.294026 1.016562 0.372966 
1690480.575557 -2.283002 0.829828 -0.816668 -1.249056 0.715048 0.352845 1.652652 2.055002 
1690480.585395 0.158970 0.450935 0.565114 0.220904 0.538302 0.366125 -1.025918 0.808887 
1690480.594978 0.809059 -0.891329 -1.612023 -0.924864 -0.130660 0.963556 -0.586180 1.459985 
1690480.604730 -1.621265 -0.916627 -0.766905 1.055273 0.954877 -1.577145 -0.464777 -0.539603 
1690480.615185 -1.562968 -0.004935 -0.469581 1.187471 0.713917 -0.414628 1.571791 0.612769 
1690480.625366 -1.039524 1.563395 -0.414075 0.331094 -0.503528 1.317309 -0.466275 -0.294760 
1690480.634623 0.584653 -0.274111 0.535444 -0.199795 0.303381 0.174859 -0.556921 -0.248371 
1690480.645148 -1.191164 1.401710 0.869395 1.800343 1.482562 0.530249 -0.104234 -0.458485 
1690480.654883 -0.394001 -0.646434 -1.624576 0.122074 0.469784 1.717517 0.993926 1.789252 
1690480.665418 -0.275817 0.764394 -0.076699 -1.581236 0.987128 -1.060437 0.403252 -0.655072 
1690480.676350 0.593623 0.269576 -0.541985 0.735695 0.644730 -1.574879 -0.148509 0.217432 
1690480.685110 -0.522727 -0.280166 1.990882 -0.693549 0.707956 0.385910 -0.669324 1.437389 
1690480.696196 1.464658 0.451687 -0.440329 -0.169906 -0.983511 -0.978255 0.917073 -0.418101 
1690480.704448 -0.423976 0.436363 -1.452234 0.777658 -1.129626 1.212839 0.993975 -0.178849 
1690480.714639 1.427252 0.352018 -0.001226 1.012598 1.913546 1.447209 2.550273 -1.889629 
1690480.726013 -1.425224 0.538560 1.623747 0.317433 -1.078337 1.470597 0.827662 -0.332470 
1690480.734514 -0.751272 0.302193 -0.452483 -1.806717 -0.595254 2.104880 0.185831 2.482988 
1690480.745153 -0.792966 1.626601 -0.271339 0.694818 -2.917614 0.401622 0.190360 0.210298 
1690480.754813 0.599097 0.319296 0.094215 -0.408749 -0.361081 -0.603044 -0.254391 -2.068302 
1690480.764646 -1.367625 -0.429839 -0.954665 -0.671462 0.785096 0.915381 -0.904155 0.475146 
1690480.776272 1.266862 0.330694 -0.379069 0.241625 -1.149462 -0.003671 1.000841 1.443985 
1690480.784948 2.489100 -0.382093 1.591313 -0.118950 -0.632036 -1.324911 -0.935594 1.520993 
1690480.795147 -0.162834 0.242549 0.055327 0.472658 -1.002342 0.087877 0.312950 0.646593 
1690480.806329 1.660522 -1.430523 -0.491826 0.068012 -1.134341 -0.478256 -0.957552 1.845664 
1690480.814440 0.679382 -1.267463 1.786242 0.026579 0.512485 0.206255 -1.520477 0.440774 
1690480.825735 -0.131685 -0.384915 -2.585617 -0.153860 -0.991250 -0.981932 -1.005437 -2.017088 
1690480.834542 -1.832467 -0.526379 0.389699 -1.750729 -0.732313 1.809649 -0.929082 -0.910482 
1690480.844706 0.809069 -0.717547 -0.874967 -2.579854 -0.182531 0.520199 0.672225 0.602795 
1690480.854868 -0.199235 0.101809 0.245788 -1.256756 -0.937311 0.382581 -0.465829 -0.189880 
1690480.864390 1.552864 2.312787 -0.049031 -0.910839 -1.425776 -0.467217 0.699526 1.868461 
1690480.875793 -1.366796 -0.623580 -0.674720 0.298859 0.284559 -1.105148 -2.065648 -1.217116 
1690480.885641 1.087418 -1.707535 -1.381000 0.447760 -1.367594 0.788446 -0.353137 0.557012 
1690480.897051 2.054005 0.424040 0.329480 0.225528 -1.407963 -0.412099 -0.381817 2.351546 
1690480.906338 1.990037 -1.441968 -0.184435 -1.033333 -1.513157 0.688409 -0.543868 -0.085794 
1690480.914830 1.187002 -0.723681 0.198416 0.244843 -1.200292 -1.270018 -0.281255 -0.212968 
1690480.926059 -0.074483 -0.529720 0.455283 -0.863842 0.609771 -0.047099 -0.203589 -0.352239 
1690480.934794 -1.178704 0.006943 0.732115 -1.222535 -0.934938 -0.925200 -0.588353 0.950962 
1690480.944772 1.303016 0.551867 -1.520385 -0.253368 0.006285 0.243927 1.094798 0.212936 
1690480.954923 -0.001880 -1.145195 0.032337 -1.129035 -1.353451 -0.549165 -1.737490 0.360551 
1690480.964678 0.157087 -0.603840 -1.206093 0.171559 0.776157 -1.399907 0.797419 -2.358199 
1690480.976635 1.018183 -0.974725 1.000811 0.065853 -0.547125 0.243004 0.323808 -1.106904 
1690480.985275 -1.365506 2.283298 -0.211310 -0.944826 -1.067680 -0.396803 -0.999974 -0.755843 
1690480.995618 0.856972 1.459126 -0.003905 -3.436092 -0.112553 -0.099615 1.953049 -0.832647 
1690481.004646 -0.600708 -0.431435 -0.423218 0.468650 -0.263740 0.015657 0.214158 -0.991746 
1690481.015131 -0.702691 -0.159456 -0.070771 -0.400326 1.536392 0.286365 -0.318310 0.315458 
1690481.025487 1.310756 -0.174059 0.318164 1.543588 1.463769 -0.331597 -0.982049 -0.790308 
1690481.034866 0.737552 -1.899617 -0.787196 1.463417 -0.643302 -0.108225 -2.480436 0.623504 
1690481.044711 -0.434422 0.073441 -2.004222 0.354277 -1.885874 -1.519095 0.594228 1.117479 
1690481.054748 -0.253131 0.606734 1.192977 0.826490 -0.218837 -1.297710 0.087834 1.447440 
1690481.065222 1.530016 0.116337 0.098470 0.580833 0.281461 0.216738 -1.179855 -0.778045 
1690481.076195 0.215251 1.014678 0.551701 1.884004 1.055135 -0.326913 -0.340515 -0.091681 
1690481.084936 -0.443605 -1.829675 2.182719 -0.743403 -0.318794 -0.276382 0.331434 0.817118 
1690481.094915 -1.167350 0.141448 -0.442544 -0.877208 0.171254 0.607532 1.806765 0.637676 
1690481.104672 -0.874561 0.189550 -0.869105 0.086744 0.173239 -0.216346 -0.868359 0.893790 
1690481.114931 -0.727983 -1.320957 0.153822 0.436546 1.525168 -0.559268 -0.640222 0.275215 
1690481.124819 0.258697 1.037079 1.815131 0.285164 1.094916 0.530814 0.399931 0.104825 
1690481.135133 0.822920 0.144379 0.320363 0.227273 -1.135340 -0.563497 1.087477 -1.025846 
1690481.144885 1.116869 0.973724 2.795158 0.442266 -0.792499 0.948904 2.320031 0.676676 
1690481.154782 1.051196 -0.425387 -0.366044 -0.442354 0.341821 -0.033675 1.412449 -1.583043 
1690481.164742 0.413188 -1.328074 0.276634 0.931344 -0.287139 -1.074976 -1.044497 -1.641038 
1690481.176431 0.877155 1.345011 -0.250870 -0.617084 -0.394406 -0.923235 -0.626444 -1.193599 
1690481.185051 -1.202298 -0.532342 0.238912 -1.199669 1.885555 0.353707 -1.464101 0.744769 
1690481.195549 -1.071417 -1.036851 -0.142376 -0.441222 -1.052629 -0.230136 0.325359 -0.986865 
1690481.204730 -0.920025 0.030053 0.099914 0.364404 -0.028056 -0.995387 -0.152999 0.160341 
1690481.214710 -1.374014 0.415226 1.107324 -0.532543 1.218992 0.688403 0.069606 1.003972 
1690481.226193 -2.113230 1.506910 0.268540 -0.257249 -1.380583 -1.381550 0.009887 0.198439 
1690481.234824 -0.210385 -1.133481 -0.134928 0.387404 1.493728 -1.412760 -1.082620 -1.086966 
1690481.245011 0.705633 -0.524889 -1.017018 -2.358429 0.628049 -0.175381 -0.877687 -0.564054 
1690481.255929 1.167436 -0.107917 2.625917 0.161615 -1.198370 2.757396 1.503208 -1.835042 
1690481.265167 -0.293172 -0.871592 -0.139360 -0.997826 0.337322 0.356345 -0.724693 0.819288 
1690481.276187 1.946838 -0.073737 0.126550 -0.986856 -0.307887 1.296068 0.350202 -0.207540 
1690481.285260 -1.503174 1.402846 -1.329898 -0.454152 1.280895 0.860011 0.781313 1.483846 
1690481.295241 1.685645 0.476004 -3.107006 0.805851 -1.114906 0.998682 -0.561573 0.236384 
1690481.304925 0.566081 0.776571 0.529827 1.097495 0.644787 0.313350 1.224006 -0.870682 
1690481.314754 -1.094459 -1.638350 -0.966403 -0.410501 2.593824 1.565149 0.582276 -0.195989 
1690481.325294 2.044037 -0.398882 1.129008 0.830909 -0.296956 0.397352 0.294888 -0.950359 
1690481.334723 0.893420 2.110646 1.570447 0.383966 0.386213 -1.558903 0.619507 1.065205 
1690481.345013 0.871238 -1.295619 0.031267 -0.974382 -1.548594 -0.082820 -0.611046 0.258803 
1690481.354911 -0.720052 0.170410 0.663366 -1.216187 0.320289 1.150506 0.785899 0.773298 
1690481.365269 -2.934129 -1.158983 0.339877 -0.744194 -0.211800 1.251134 -1.159727 0.123599 
1690481.376360 -0.086267 -0.080580 -0.415256 -0.481946 0.147330 0.308527 -0.959410 0.952926 
1690481.385825 -1.400340 -0.723586 1.041173 -0.692292 0.291069 1.536150 0.802020 2.944367 
1690481.395465 0.555795 -1.088228 -0.238083 0.123843 -0.245951 -0.457604 1.201731 -0.290544 
1690481.404768 0.669899 1.580509 -0.312753 0.666262 -1.003215 -1.853948 0.434928 0.579117 
1690481.415532 0.945596 -1.506686 2.147667 -0.733999 -0.980409 -0.436274 -0.032245 -0.072701 
1690481.425933 0.583162 2.197830 0.400626 1.531733 1.334403 0.576132 1.301834 -0.461035 
1690481.434774 0.414935 -1.077919 -0.148269 -0.227798 1.385859 -1.305196 1.863696 0.843085 
1690481.444901 -0.232511 -0.665172 -1.017876 1.051797 0.562046 0.817663 -0.947319 -1.638575 
1690481.454789 1.469318 0.152173 -0.929358 0.504632 0.066293 2.639125 0.679857 -0.733757 
1690481.465376 0.613307 0.600817 -0.696609 -1.937605 -0.703501 0.267895 -0.873848 -0.149488 
1690481.476147 0.338552 -1.007587 -0.872896 -0.499564 -1.621903 -1.155011 0.290932 0.047677 
1690481.486198 -0.248477 0.822046 1.701274 0.844291 -0.945407 0.947959 -0.263325 0.870802 
1690481.496755 -1.192354 -0.070787 2.809338 -0.859363 0.204718 -1.325496 0.005332 1.220514 
1690481.509443 -1.138979 -0.737278 0.958366 0.822031 -0.348947 -1.283054 -0.741120 -0.477313 
1690481.517940 1.563841 0.071555 0.735530 -1.042881 -0.225093 2.089978 2.305347 -0.304578 
1690481.525575 -2.223024 -1.130190 -1.751413 -0.230916 0.949342 -1.115309 1.236467 1.205715 
1690481.535032 0.918042 0.915652 0.896208 -0.667973 0.555594 1.004858 -0.332290 1.117348 
1690481.546226 -0.642526 1.073698 0.386604 -0.643686 -1.137828 -0.092232 0.084653 0.741693 
1690481.555152 0.426742 2.080441 0.337608 0.104032 1.217515 0.009333 1.440653 1.349152 
1690481.564703 -0.925097 -1.838690 -0.009647 1.238769 0.268815 -0.413231 -1.487489 0.764446 
1690481.575758 -0.880520 -0.176334 -0.051202 -1.429636 -0.458822 0.820853 -0.133647 -1.229801 
1690481.585207 -0.741029 1.615704 1.541863 -0.550270 0.211102 -1.029806 -0.102229 -1.061074 
1690481.595200 2.283923 -0.562793 -0.631045 0.178848 -0.242522 -1.882682 -1.392924 0.749968 
1690481.604978 -0.048988 -0.142578 -1.949684 2.136381 1.747978 -0.710648 -1.049355 -1.880296 
1690481.614934 2.076946 0.752877 0.224665 0.212877 -0.987301 -1.152923 -0.512773 0.394956 
1690481.626194 0.692647 0.997761 0.624872 0.036215 1.058846 0.259503 -0.229845 -0.284708 
1690481.635290 -0.870816 0.855732 0.207138 2.973842 0.431109 1.960567 0.151343 -0.724093 
1690481.645034 0.398560 0.818944 1.244958 -2.358852 0.238669 0.358901 0.044671 0.742896 
1690481.655086 0.026551 0.143940 0.120903 -1.689348 -0.421825 0.046140 1.997864 -0.005617 
1690481.665538 0.108342 -1.127301 1.401569 0.558622 0.591847 0.108751 0.556044 1.261679 
1690481.676733 0.299514 -0.268694 0.164073 0.012962 -0.421056 0.908159 -1.184734 -1.877497 
1690481.685299 0.216598 0.467689 1.805886 2.378958 0.153709 -0.020095 -2.096090 0.484377 
1690481.695928 1.447447 1.559134 -0.301114 1.669520 0.660873 0.007158 0.918646 -1.573764 
1690481.704807 0.853470 -0.196483 0.657082 1.362072 0.088530 -1.200713 -0.795332 0.337089 
1690481.715211 -0.916049 -0.346694 0.728651 -2.692806 0.407048 -1.234482 2.358647 0.275132 
1690481.726687 -1.466461 -0.071566 0.201484 -0.902173 0.241581 -0.022186 -0.833096 -1.129302 
1690481.734861 0.383606 0.048648 -1.569571 -0.138196 -1.535717 -1.164386 1.074285 -0.828972 
1690481.745123 0.484533 0.486091 1.522906 -0.607636 -0.110783 -0.160610 -0.960411 1.152807 
1690481.755029 -2.744781 -1.419072 0.790577 -0.193929 -1.842665 -0.546593 1.771952 0.660635 
1690481.765062 1.018412 -0.027293 -1.795255 0.256012 1.096148 0.038005 -0.854625 -1.397918 
1690481.775922 -1.076582 -1.287382 0.604144 0.553673 -0.074737 0.163901 -0.334472 -0.904079 
1690481.786218 0.361911 -0.341372 1.669762 -1.013706 -0.494940 -1.555996 -0.036313 -0.688579 
1690481.795190 -0.350324 -0.688669 -1.925806 -0.434257 -0.469928 -0.606765 -0.543873 -2.087812 
1690481.804873 1.409553 -0.263433 -1.025415 -0.867305 2.001459 -0.695661 -0.784441 -1.490490 
1690481.815301 -0.122367 -2.176053 0.203590 1.027586 0.306055 -0.659946 -1.010218 2.281596 
1690481.825104 0.710434 -0.980967 0.684309 -0.741191 0.929554 -0.394770 0.900098 -0.784669 
1690481.834956 -0.663767 0.773671 -1.113469 -0.121024 -1.659998 1.335421 -1.255903 -2.289367 
1690481.844948 -1.088183 0.295439 1.258500 0.296707 0.291291 1.391269 1.255875 0.266637 
1690481.854926 0.772519 1.187503 -0.069937 -0.047689 -0.273462 -0.478119 0.843149 -0.813921 
1690481.865594 0.360240 0.153025 -0.606166 -0.800057 -2.129480 -0.611287 -0.967629 -0.095738 
1690481.876788 -0.095718 -1.578227 -0.607203 0.994899 -0.914230 2.115528 -0.903637 0.307469 
1690481.885302 0.609742 -2.023971 -1.844201 0.766605 -1.170606 -0.618460 -0.127037 -0.187660 
1690481.895154 0.801890 -0.140866 -0.891899 0.670035 -0.568811 -0.179606 0.891467 -1.211197 
1690481.905028 1.067601 1.090424 -0.904494 -0.290377 0.182766 -1.275365 0.578479 1.076102 
1690481.915024 1.536050 -0.975246 1.776954 -1.180061 0.234100 0.409512 -0.344722 -1.874133 
1690481.926236 0.827602 -0.661143 -1.232590 -0.591326 -0.836571 -0.638774 -0.600483 -0.222933 
1690481.935008 1.768479 -0.316583 -1.578941 1.918917 0.210416 0.596630 -0.594073 -0.551980 
1690481.945605 0.963735 -1.325112 -1.310940 -1.047969 0.174628 -0.063017 0.131926 1.024465 
1690481.955854 0.008292 0.489848 -0.890220 0.383206 0.499920 0.533402 0.413099 -0.207853 
1690481.965498 -1.531975 0.638698 0.328884 1.171700 0.308595 1.986254 -0.924946 0.054352 
1690481.977279 -1.269531 -0.487240 0.643264 -0.313791 -0.603187 1.319047 0.371449 -0.288316 
1690481.985269 2.172719 -0.373346 0.517107 -0.271460 0.364286 0.714381 -0.375189 -0.621653 
1690481.995629 1.487738 0.015412 -0.956950 0.006763 -0.972692 -0.572982 -0.355849 1.455180 
1690482.004856 0.212537 0.316018 1.165554 -0.267524 -2.008524 -0.851704 1.327192 0.709804 
1690482.014908 -0.125924 0.497210 -0.385411 -1.091876 0.178574 0.616515 -0.976556 -1.300704 
1690482.025377 -0.382044 -1.905393 -1.437886 0.177062 -1.319980 -0.812463 -0.785179 -2.751205 
1690482.035204 -1.262364 -0.271137 -0.959731 -0.718227 0.233599 1.196841 0.980722 -0.429650 
1690482.044993 0.657738 -1.753952 -0.332706 -0.111118 -2.164199 -1.289462 -2.132008 1.044791 
1690482.054945 1.153076 1.583241 -0.364909 0.047842 1.124032 0.120537 2.060112 0.166508 
1690482.065718 1.345021 0.335779 0.630039 1.300056 1.406356 -0.382034 1.088762 0.020960 
1690482.076487 -0.256457 -1.872902 0.836058 0.191108 0.830239 0.603904 -0.358013 -0.904824 
1690482.085397 0.395880 0.142769 1.343013 0.266894 0.482269 -0.846732 -1.065751 0.225671 
1690482.095129 0.037383 -2.185505 0.723990 -1.076819 -0.059340 -1.565793 -0.051420 -0.860954 
1690482.104963 -0.063630 0.082751 -1.196916 0.376762 -0.046873 1.794605 -0.813899 -0.264570 
1690482.115261 -0.483304 -0.453427 1.302797 1.082020 -0.049797 -1.394056 0.385639 -0.749143 
1690482.126029 -0.026508 -0.060523 1.271724 1.052798 -1.116006 -1.991797 -0.139154 -1.246110 
1690482.135978 0.488770 0.728100 -0.611500 1.191643 -0.183994 1.722162 -0.081445 0.913261 
1690482.145091 0.812684 1.114693 0.443310 -0.194042 0.576388 -0.301907 1.791254 -0.524122 
1690482.155119 -1.003134 0.272814 -1.279293 1.130147 -0.965784 1.185687 -0.771202 -1.283195 
1690482.166057 0.522357 -0.985875 -0.599120 -0.951256 -0.988697 -1.298520 -0.504192 1.209043 
1690482.176988 0.525983 0.710599 -0.020148 2.516184 -0.688549 1.245179 0.351535 -0.179723 
1690482.185866 1.301984 -1.075499 -0.540224 -2.713765 0.133345 0.271151 1.423098 1.265485 
1690482.195038 0.072848 -0.163816 0.760697 -0.101797 0.370862 -1.946428 -0.792431 0.566892 
1690482.205331 0.299833 1.079268 -1.417971 -0.842724 -0.168874 -1.993635 0.346208 -1.121280 
1690482.214932 1.356691 0.331563 -0.859243 0.865614 -0.897039 -1.290230 -0.151661 2.271533 
1690482.225413 0.524479 -0.900008 -1.276004 -0.654099 0.460224 0.128591 -0.917724 -1.173019 
1690482.234997 1.310678 -1.472162 -0.827249 -0.093271 -0.717314 -0.518604 1.461974 -1.244208 
1690482.245049 -0.228179 -1.957746 0.411625 0.448502 1.252202 -0.546898 -0.463005 -0.850879 
1690482.254934 -0.224055 -0.422121 -0.805614 -0.336401 -0.140391 -1.330189 -0.704987 -1.973604 
1690482.265505 2.155143 0.802294 -0.826227 -0.638173 1.358424 -2.314915 -0.573587 -0.862189 
1690482.276178 0.665899 1.510076 -0.770105 2.248891 0.195840 -0.129374 0.274251 -0.329560 
1690482.285500 -0.144043 1.154288 0.263205 -0.017316 -1.183474 0.013290 0.913887 1.319249 
1690482.295879 0.808928 -1.559764 -1.758943 -0.058148 1.236941 -1.425468 2.323378 -0.879174 
1690482.304932 0.378883 1.219828 -0.050832 0.562163 1.175504 -0.178896 -0.114254 0.549969 
1690482.315366 0.839253 -0.787925 0.703064 -0.284449 1.374858 1.608596 -1.646796 -1.562592 
1690482.326454 -0.117563 1.113374 -1.412210 -0.915664 0.720806 1.200240 1.194385 -0.406471 
1690482.334943 -0.764498 -0.906388 1.475794 0.043457 0.425520 0.407019 1.326297 -1.372378 
1690482.345185 1.169210 -0.243040 0.384948 -0.963804 1.375221 -0.099985 -0.887670 0.023223 
1690482.354936 -1.407394 0.263349 -0.822079 -0.222836 -0.809673 0.731111 -0.683812 -1.438329 
